chrom,name,id,start,stop,orientation,based_on_coordinates,arm,start_pre_build,type,pre_name,confidence,stop_pre_build,balance,mirgenedb_ID
chr13,hsa-mir-92a-1_post-seed,MI0000093,91351332,91351346,+,yes,5p,91351314.0,post-seed,hsa-mir-92a-1,High,91351391,3p,Hsa-Mir-92-P1a_pre
chr13,hsa-mir-92a-1_loop,MI0000093,91351347,91351360,+,yes,loop,91351314.0,loop,hsa-mir-92a-1,High,91351391,3p,Hsa-Mir-92-P1a_pre
chr13,hsa-mir-92a-1_pre-seed,MI0000093,91351361,91351361,+,yes,3p,91351314.0,pre-seed,hsa-mir-92a-1,High,91351391,3p,Hsa-Mir-92-P1a_pre
chr13,hsa-mir-92a-1_seed,MI0000093,91351362,91351368,+,yes,3p,91351314.0,seed,hsa-mir-92a-1,High,91351391,3p,Hsa-Mir-92-P1a_pre
chr13,hsa-mir-92a-1_post-seed,MI0000093,91351369,91351382,+,yes,3p,91351314.0,post-seed,hsa-mir-92a-1,High,91351391,3p,Hsa-Mir-92-P1a_pre
chr13,hsa-mir-92a-1_flanking-3,MI0000093,91351383,91351407,+,yes,3p,91351314.0,flanking-3,hsa-mir-92a-1,High,91351391,3p,Hsa-Mir-92-P1a_pre
chr13,hsa-mir-548as_flanking-5,MI0019132,92490138,92490162,+,yes,5p,92490163.0,flanking-5,hsa-mir-548as,High,92490220,5p,
chr13,hsa-mir-548as_pre-seed,MI0019132,92490163,92490163,+,yes,5p,92490163.0,pre-seed,hsa-mir-548as,High,92490220,5p,
chr13,hsa-mir-548as_seed,MI0019132,92490164,92490170,+,yes,5p,92490163.0,seed,hsa-mir-548as,High,92490220,5p,
chr13,hsa-mir-548as_post-seed,MI0019132,92490171,92490184,+,yes,5p,92490163.0,post-seed,hsa-mir-548as,High,92490220,5p,
chr13,hsa-mir-548as_loop,MI0019132,92490185,92490198,+,yes,loop,92490163.0,loop,hsa-mir-548as,High,92490220,5p,
chr13,hsa-mir-548as_pre-seed,MI0019132,92490199,92490199,+,yes,3p,92490163.0,pre-seed,hsa-mir-548as,High,92490220,5p,
chr13,hsa-mir-548as_seed,MI0019132,92490200,92490206,+,yes,3p,92490163.0,seed,hsa-mir-548as,High,92490220,5p,
chr13,hsa-mir-548as_post-seed,MI0019132,92490207,92490220,+,yes,3p,92490163.0,post-seed,hsa-mir-548as,High,92490220,5p,
chr13,hsa-mir-548as_flanking-3,MI0019132,92490221,92490245,+,yes,3p,92490163.0,flanking-3,hsa-mir-548as,High,92490220,5p,
chr13,hsa-mir-4501_flanking-5,MI0016864,96427204,96427228,+,yes,5p,96427229.0,flanking-5,hsa-mir-4501,Low,96427292,5p,
chr13,hsa-mir-4501_pre-seed,MI0016864,96427229,96427229,+,yes,5p,96427229.0,pre-seed,hsa-mir-4501,Low,96427292,5p,
chr13,hsa-mir-4501_seed,MI0016864,96427230,96427236,+,yes,5p,96427229.0,seed,hsa-mir-4501,Low,96427292,5p,
chr13,hsa-mir-4501_post-seed,MI0016864,96427237,96427249,+,yes,5p,96427229.0,post-seed,hsa-mir-4501,Low,96427292,5p,
chr13,hsa-mir-4501_loop,MI0016864,96427250,96427272,+,no,loop,96427229.0,loop,hsa-mir-4501,Low,96427292,5p,
chr13,hsa-mir-4501_pred-3_pre-seed,MI0016864,96427273,96427273,+,no,3p,96427229.0,pre-seed,hsa-mir-4501,Low,96427292,5p,
chr13,hsa-mir-4501_pred-3_seed,MI0016864,96427274,96427280,+,no,3p,96427229.0,seed,hsa-mir-4501,Low,96427292,5p,
chr13,hsa-mir-4501_pred-3_post-seed,MI0016864,96427281,96427292,+,no,3p,96427229.0,post-seed,hsa-mir-4501,Low,96427292,5p,
chr13,hsa-mir-4501_flanking-3,MI0016864,96427293,96427317,+,no,3p,96427229.0,flanking-3,hsa-mir-4501,Low,96427292,5p,
chr13,hsa-mir-3170_flanking-5,MI0014201,98208508,98208532,+,yes,5p,98208524.0,flanking-5,hsa-mir-3170,Low,98208600,5p,
chr13,hsa-mir-3170_pre-seed,MI0014201,98208533,98208533,+,yes,5p,98208524.0,pre-seed,hsa-mir-3170,Low,98208600,5p,
chr13,hsa-mir-3170_seed,MI0014201,98208534,98208540,+,yes,5p,98208524.0,seed,hsa-mir-3170,Low,98208600,5p,
chr13,hsa-mir-3170_post-seed,MI0014201,98208541,98208554,+,yes,5p,98208524.0,post-seed,hsa-mir-3170,Low,98208600,5p,
chr13,hsa-mir-3170_loop,MI0014201,98208555,98208571,+,no,loop,98208524.0,loop,hsa-mir-3170,Low,98208600,5p,
chr13,hsa-mir-3170_pred-3_pre-seed,MI0014201,98208572,98208572,+,no,3p,98208524.0,pre-seed,hsa-mir-3170,Low,98208600,5p,
chr13,hsa-mir-3170_pred-3_seed,MI0014201,98208573,98208579,+,no,3p,98208524.0,seed,hsa-mir-3170,Low,98208600,5p,
chr13,hsa-mir-3170_pred-3_post-seed,MI0014201,98208580,98208594,+,no,3p,98208524.0,post-seed,hsa-mir-3170,Low,98208600,5p,
chr13,hsa-mir-3170_flanking-3,MI0014201,98208595,98208619,+,no,3p,98208524.0,flanking-3,hsa-mir-3170,Low,98208600,5p,
chr13,hsa-mir-623_flanking-5,MI0003637,99356121,99356145,+,yes,5p,99356131.0,flanking-5,hsa-mir-623,Low,99356228,5p,
chr13,hsa-mir-623_pre-seed,MI0003637,99356146,99356146,+,yes,5p,99356131.0,pre-seed,hsa-mir-623,Low,99356228,5p,
chr13,hsa-mir-623_seed,MI0003637,99356147,99356153,+,yes,5p,99356131.0,seed,hsa-mir-623,Low,99356228,5p,
chr13,hsa-mir-623_post-seed,MI0003637,99356154,99356168,+,yes,5p,99356131.0,post-seed,hsa-mir-623,Low,99356228,5p,
chr13,hsa-mir-623_loop,MI0003637,99356169,99356196,+,no,loop,99356131.0,loop,hsa-mir-623,Low,99356228,5p,
chr13,hsa-mir-623_pred-3_pre-seed,MI0003637,99356197,99356197,+,no,3p,99356131.0,pre-seed,hsa-mir-623,Low,99356228,5p,
chr13,hsa-mir-623_pred-3_seed,MI0003637,99356198,99356204,+,no,3p,99356131.0,seed,hsa-mir-623,Low,99356228,5p,
chr13,hsa-mir-623_pred-3_post-seed,MI0003637,99356205,99356214,+,no,3p,99356131.0,post-seed,hsa-mir-623,Low,99356228,5p,
chr13,hsa-mir-623_flanking-3,MI0003637,99356215,99356239,+,no,3p,99356131.0,flanking-3,hsa-mir-623,Low,99356228,5p,
chr13,hsa-mir-4306_flanking-5,MI0015836,99643044,99643068,+,no,5p,99643059.0,flanking-5,hsa-mir-4306,Low,99643149,3p,
chr13,hsa-mir-4306_pred-5_pre-seed,MI0015836,99643069,99643069,+,no,5p,99643059.0,pre-seed,hsa-mir-4306,Low,99643149,3p,
chr13,hsa-mir-4306_pred-5_seed,MI0015836,99643070,99643076,+,no,5p,99643059.0,seed,hsa-mir-4306,Low,99643149,3p,
chr13,hsa-mir-4306_pred-5_post-seed,MI0015836,99643077,99643088,+,no,5p,99643059.0,post-seed,hsa-mir-4306,Low,99643149,3p,
chr13,hsa-mir-4306_loop,MI0015836,99643089,99643122,+,no,loop,99643059.0,loop,hsa-mir-4306,Low,99643149,3p,
chr13,hsa-mir-4306_pre-seed,MI0015836,99643123,99643123,+,yes,3p,99643059.0,pre-seed,hsa-mir-4306,Low,99643149,3p,
chr13,hsa-mir-4306_seed,MI0015836,99643124,99643130,+,yes,3p,99643059.0,seed,hsa-mir-4306,Low,99643149,3p,
chr13,hsa-mir-4306_post-seed,MI0015836,99643131,99643139,+,yes,3p,99643059.0,post-seed,hsa-mir-4306,Low,99643149,3p,
chr13,hsa-mir-4306_flanking-3,MI0015836,99643140,99643164,+,yes,3p,99643059.0,flanking-3,hsa-mir-4306,Low,99643149,3p,
chr13,hsa-mir-2681_flanking-3,MI0012062,101967640,101967664,-,yes,3p,101967642.0,flanking-3,hsa-mir-2681,Low,101967746,both,Hsa-Mir-2681_pre
chr13,hsa-mir-2681_post-seed,MI0012062,101967665,101967678,-,yes,3p,101967642.0,post-seed,hsa-mir-2681,Low,101967746,both,Hsa-Mir-2681_pre
chr13,hsa-mir-2681_seed,MI0012062,101967679,101967685,-,yes,3p,101967642.0,seed,hsa-mir-2681,Low,101967746,both,Hsa-Mir-2681_pre
chr13,hsa-mir-2681_pre_seed,MI0012062,101967686,101967686,-,yes,3p,101967642.0,pre-seed,hsa-mir-2681,Low,101967746,both,Hsa-Mir-2681_pre
chr13,hsa-mir-2681_loop,MI0012062,101967687,101967703,-,yes,loop,101967642.0,loop,hsa-mir-2681,Low,101967746,both,Hsa-Mir-2681_pre
chr13,hsa-mir-2681_post-seed,MI0012062,101967704,101967717,-,yes,5p,101967642.0,post-seed,hsa-mir-2681,Low,101967746,both,Hsa-Mir-2681_pre
chr13,hsa-mir-2681_seed,MI0012062,101967718,101967724,-,yes,5p,101967642.0,seed,hsa-mir-2681,Low,101967746,both,Hsa-Mir-2681_pre
chr13,hsa-mir-2681_pre_seed,MI0012062,101967725,101967725,-,yes,5p,101967642.0,pre-seed,hsa-mir-2681,Low,101967746,both,Hsa-Mir-2681_pre
chr13,hsa-mir-2681_flanking-5,MI0012062,101967726,101967750,-,yes,5p,101967642.0,flanking-5,hsa-mir-2681,Low,101967746,both,Hsa-Mir-2681_pre
chr13,hsa-mir-4705_flanking-3,MI0017338,102045916,102045940,-,no,3p,102045934.0,flanking-3,hsa-mir-4705,Low,102046004,5p,
chr13,hsa-mir-4705_pred-3_post-seed,MI0017338,102045941,102045954,-,no,3p,102045934.0,post-seed,hsa-mir-4705,Low,102046004,5p,
chr13,hsa-mir-4705_pred-3-seed,MI0017338,102045955,102045961,-,no,3p,102045934.0,seed,hsa-mir-4705,Low,102046004,5p,
chr13,hsa-mir-4705_pred-3_pre-seed,MI0017338,102045962,102045962,-,no,3p,102045934.0,pre-seed,hsa-mir-4705,Low,102046004,5p,
chr13,hsa-mir-4705_loop,MI0017338,102045963,102045973,-,no,loop,102045934.0,loop,hsa-mir-4705,Low,102046004,5p,
chr13,hsa-mir-4705_post-seed,MI0017338,102045974,102045987,-,yes,5p,102045934.0,post-seed,hsa-mir-4705,Low,102046004,5p,
chr13,hsa-mir-4705_seed,MI0017338,102045988,102045994,-,yes,5p,102045934.0,seed,hsa-mir-4705,Low,102046004,5p,
chr13,hsa-mir-4705_pre_seed,MI0017338,102045995,102045995,-,yes,5p,102045934.0,pre-seed,hsa-mir-4705,Low,102046004,5p,
chr13,hsa-mir-4705_flanking-5,MI0017338,102045996,102046020,-,yes,5p,102045934.0,flanking-5,hsa-mir-4705,Low,102046004,5p,
chr13,hsa-mir-1267_flanking-3,MI0006404,107531159,107531183,-,no,3p,107531171.0,flanking-3,hsa-mir-1267,Low,107531248,5p,
chr13,hsa-mir-1267_pred-3_post-seed,MI0006404,107531184,107531197,-,no,3p,107531171.0,post-seed,hsa-mir-1267,Low,107531248,5p,
chr13,hsa-mir-1267_pred-3-seed,MI0006404,107531198,107531204,-,no,3p,107531171.0,seed,hsa-mir-1267,Low,107531248,5p,
chr13,hsa-mir-1267_pred-3_pre-seed,MI0006404,107531205,107531205,-,no,3p,107531171.0,pre-seed,hsa-mir-1267,Low,107531248,5p,
chr13,hsa-mir-1267_loop,MI0006404,107531206,107531216,-,no,loop,107531171.0,loop,hsa-mir-1267,Low,107531248,5p,
chr13,hsa-mir-1267_post-seed,MI0006404,107531217,107531229,-,yes,5p,107531171.0,post-seed,hsa-mir-1267,Low,107531248,5p,
chr13,hsa-mir-1267_seed,MI0006404,107531230,107531236,-,yes,5p,107531171.0,seed,hsa-mir-1267,Low,107531248,5p,
chr13,hsa-mir-1267_pre_seed,MI0006404,107531237,107531237,-,yes,5p,107531171.0,pre-seed,hsa-mir-1267,Low,107531248,5p,
chr13,hsa-mir-1267_flanking-5,MI0006404,107531238,107531262,-,yes,5p,107531171.0,flanking-5,hsa-mir-1267,Low,107531248,5p,
chr13,hsa-mir-8073_flanking-5,MI0025909,110340943,110340967,+,yes,5p,110340958.0,flanking-5,hsa-mir-8073,Low,110341029,5p,
chr13,hsa-mir-8073_pre-seed,MI0025909,110340968,110340968,+,yes,5p,110340958.0,pre-seed,hsa-mir-8073,Low,110341029,5p,
chr13,hsa-mir-8073_seed,MI0025909,110340969,110340975,+,yes,5p,110340958.0,seed,hsa-mir-8073,Low,110341029,5p,
chr13,hsa-mir-8073_post-seed,MI0025909,110340976,110340989,+,yes,5p,110340958.0,post-seed,hsa-mir-8073,Low,110341029,5p,
chr13,hsa-mir-8073_loop,MI0025909,110340990,110340999,+,no,loop,110340958.0,loop,hsa-mir-8073,Low,110341029,5p,
chr13,hsa-mir-8073_pred-3_pre-seed,MI0025909,110341000,110341000,+,no,3p,110340958.0,pre-seed,hsa-mir-8073,Low,110341029,5p,
chr13,hsa-mir-8073_pred-3_seed,MI0025909,110341001,110341007,+,no,3p,110340958.0,seed,hsa-mir-8073,Low,110341029,5p,
chr13,hsa-mir-8073_pred-3_post-seed,MI0025909,110341008,110341023,+,no,3p,110340958.0,post-seed,hsa-mir-8073,Low,110341029,5p,
chr13,hsa-mir-8073_flanking-3,MI0025909,110341024,110341048,+,no,3p,110340958.0,flanking-3,hsa-mir-8073,Low,110341029,5p,
chr13,hsa-mir-8075_flanking-5,MI0025911,113262909,113262933,+,no,5p,113262920.0,flanking-5,hsa-mir-8075,Low,113262999,3p,
chr13,hsa-mir-8075_pred-5_pre-seed,MI0025911,113262934,113262934,+,no,5p,113262920.0,pre-seed,hsa-mir-8075,Low,113262999,3p,
chr13,hsa-mir-8075_pred-5_seed,MI0025911,113262935,113262941,+,no,5p,113262920.0,seed,hsa-mir-8075,Low,113262999,3p,
chr13,hsa-mir-8075_pred-5_post-seed,MI0025911,113262942,113262955,+,no,5p,113262920.0,post-seed,hsa-mir-8075,Low,113262999,3p,
chr13,hsa-mir-8075_loop,MI0025911,113262956,113262965,+,no,loop,113262920.0,loop,hsa-mir-8075,Low,113262999,3p,
chr13,hsa-mir-8075_pre-seed,MI0025911,113262966,113262966,+,yes,3p,113262920.0,pre-seed,hsa-mir-8075,Low,113262999,3p,
chr13,hsa-mir-8075_seed,MI0025911,113262967,113262973,+,yes,3p,113262920.0,seed,hsa-mir-8075,Low,113262999,3p,
chr13,hsa-mir-8075_post-seed,MI0025911,113262974,113262989,+,yes,3p,113262920.0,post-seed,hsa-mir-8075,Low,113262999,3p,
chr13,hsa-mir-8075_flanking-3,MI0025911,113262990,113263014,+,yes,3p,113262920.0,flanking-3,hsa-mir-8075,Low,113262999,3p,
chr13,hsa-mir-548ar_flanking-5,MI0019131,114244480,114244504,+,yes,5p,114244505.0,flanking-5,hsa-mir-548ar,High,114244561,5p,
chr13,hsa-mir-548ar_pre-seed,MI0019131,114244505,114244505,+,yes,5p,114244505.0,pre-seed,hsa-mir-548ar,High,114244561,5p,
chr13,hsa-mir-548ar_seed,MI0019131,114244506,114244512,+,yes,5p,114244505.0,seed,hsa-mir-548ar,High,114244561,5p,
chr13,hsa-mir-548ar_post-seed,MI0019131,114244513,114244525,+,yes,5p,114244505.0,post-seed,hsa-mir-548ar,High,114244561,5p,
chr13,hsa-mir-548ar_loop,MI0019131,114244526,114244540,+,yes,loop,114244505.0,loop,hsa-mir-548ar,High,114244561,5p,
chr13,hsa-mir-548ar_pre-seed,MI0019131,114244541,114244541,+,yes,3p,114244505.0,pre-seed,hsa-mir-548ar,High,114244561,5p,
chr13,hsa-mir-548ar_seed,MI0019131,114244542,114244548,+,yes,3p,114244505.0,seed,hsa-mir-548ar,High,114244561,5p,
chr13,hsa-mir-548ar_post-seed,MI0019131,114244549,114244561,+,yes,3p,114244505.0,post-seed,hsa-mir-548ar,High,114244561,5p,
chr13,hsa-mir-548ar_flanking-3,MI0019131,114244562,114244586,+,yes,3p,114244505.0,flanking-3,hsa-mir-548ar,High,114244561,5p,
chr13,hsa-mir-4502_flanking-5,MI0016865,114273808,114273832,+,no,5p,114273828.0,flanking-5,hsa-mir-4502,Low,114273908,3p,
chr13,hsa-mir-4502_pred-5_pre-seed,MI0016865,114273833,114273833,+,no,5p,114273828.0,pre-seed,hsa-mir-4502,Low,114273908,3p,
chr13,hsa-mir-4502_pred-5_seed,MI0016865,114273834,114273840,+,no,5p,114273828.0,seed,hsa-mir-4502,Low,114273908,3p,
chr13,hsa-mir-4502_pred-5_post-seed,MI0016865,114273841,114273851,+,no,5p,114273828.0,post-seed,hsa-mir-4502,Low,114273908,3p,
chr13,hsa-mir-4502_loop,MI0016865,114273852,114273884,+,no,loop,114273828.0,loop,hsa-mir-4502,Low,114273908,3p,
chr13,hsa-mir-4502_pre-seed,MI0016865,114273885,114273885,+,yes,3p,114273828.0,pre-seed,hsa-mir-4502,Low,114273908,3p,
chr13,hsa-mir-4502_seed,MI0016865,114273886,114273892,+,yes,3p,114273828.0,seed,hsa-mir-4502,Low,114273908,3p,
chr13,hsa-mir-4502_post-seed,MI0016865,114273893,114273906,+,yes,3p,114273828.0,post-seed,hsa-mir-4502,Low,114273908,3p,
chr13,hsa-mir-4502_flanking-3,MI0016865,114273907,114273931,+,yes,3p,114273828.0,flanking-3,hsa-mir-4502,Low,114273908,3p,
chr14,hsa-mir-6717_flanking-3,MI0022551,21023296,21023320,-,no,3p,21023314.0,flanking-3,hsa-mir-6717,Low,21023386,5p,
chr14,hsa-mir-6717_pred-3_post-seed,MI0022551,21023321,21023334,-,no,3p,21023314.0,post-seed,hsa-mir-6717,Low,21023386,5p,
chr14,hsa-mir-6717_pred-3-seed,MI0022551,21023335,21023341,-,no,3p,21023314.0,seed,hsa-mir-6717,Low,21023386,5p,
chr14,hsa-mir-6717_pred-3_pre-seed,MI0022551,21023342,21023342,-,no,3p,21023314.0,pre-seed,hsa-mir-6717,Low,21023386,5p,
chr14,hsa-mir-6717_loop,MI0022551,21023343,21023354,-,no,loop,21023314.0,loop,hsa-mir-6717,Low,21023386,5p,
chr14,hsa-mir-6717_post-seed,MI0022551,21023355,21023368,-,yes,5p,21023314.0,post-seed,hsa-mir-6717,Low,21023386,5p,
chr14,hsa-mir-6717_seed,MI0022551,21023369,21023375,-,yes,5p,21023314.0,seed,hsa-mir-6717,Low,21023386,5p,
chr14,hsa-mir-6717_pre_seed,MI0022551,21023376,21023376,-,yes,5p,21023314.0,pre-seed,hsa-mir-6717,Low,21023386,5p,
chr14,hsa-mir-6717_flanking-5,MI0022551,21023377,21023401,-,yes,5p,21023314.0,flanking-5,hsa-mir-6717,Low,21023386,5p,
chr14,hsa-mir-4707_flanking-3,MI0017340,22956932,22956956,-,yes,3p,22956950.0,flanking-3,hsa-mir-4707,High,22957029,3p,
chr14,hsa-mir-4707_post-seed,MI0017340,22956957,22956970,-,yes,3p,22956950.0,post-seed,hsa-mir-4707,High,22957029,3p,
chr14,hsa-mir-4707_seed,MI0017340,22956971,22956977,-,yes,3p,22956950.0,seed,hsa-mir-4707,High,22957029,3p,
chr14,hsa-mir-4707_pre_seed,MI0017340,22956978,22956978,-,yes,3p,22956950.0,pre-seed,hsa-mir-4707,High,22957029,3p,
chr14,hsa-mir-4707_loop,MI0017340,22956979,22956997,-,yes,loop,22956950.0,loop,hsa-mir-4707,High,22957029,3p,
chr14,hsa-mir-4707_post-seed,MI0017340,22956998,22957012,-,yes,5p,22956950.0,post-seed,hsa-mir-4707,High,22957029,3p,
chr14,hsa-mir-4707_seed,MI0017340,22957013,22957019,-,yes,5p,22956950.0,seed,hsa-mir-4707,High,22957029,3p,
chr14,hsa-mir-4707_pre_seed,MI0017340,22957020,22957020,-,yes,5p,22956950.0,pre-seed,hsa-mir-4707,High,22957029,3p,
chr14,hsa-mir-4707_flanking-5,MI0017340,22957021,22957045,-,yes,5p,22956950.0,flanking-5,hsa-mir-4707,High,22957029,3p,
chr14,hsa-mir-208a_flanking-3,MI0000251,23388577,23388601,-,yes,3p,23388596.0,flanking-3,hsa-mir-208a,High,23388666,3p,Hsa-Mir-208-P1_pre
chr14,hsa-mir-208a_post-seed,MI0000251,23388602,23388615,-,yes,3p,23388596.0,post-seed,hsa-mir-208a,High,23388666,3p,Hsa-Mir-208-P1_pre
chr14,hsa-mir-208a_seed,MI0000251,23388616,23388622,-,yes,3p,23388596.0,seed,hsa-mir-208a,High,23388666,3p,Hsa-Mir-208-P1_pre
chr14,hsa-mir-208a_pre_seed,MI0000251,23388623,23388623,-,yes,3p,23388596.0,pre-seed,hsa-mir-208a,High,23388666,3p,Hsa-Mir-208-P1_pre
chr14,hsa-mir-208a_loop,MI0000251,23388624,23388636,-,yes,loop,23388596.0,loop,hsa-mir-208a,High,23388666,3p,Hsa-Mir-208-P1_pre
chr14,hsa-mir-208a_post-seed,MI0000251,23388637,23388650,-,yes,5p,23388596.0,post-seed,hsa-mir-208a,High,23388666,3p,Hsa-Mir-208-P1_pre
chr14,hsa-mir-208a_seed,MI0000251,23388651,23388657,-,yes,5p,23388596.0,seed,hsa-mir-208a,High,23388666,3p,Hsa-Mir-208-P1_pre
chr14,hsa-mir-208a_pre_seed,MI0000251,23388658,23388658,-,yes,5p,23388596.0,pre-seed,hsa-mir-208a,High,23388666,3p,Hsa-Mir-208-P1_pre
chr14,hsa-mir-208a_flanking-5,MI0000251,23388659,23388683,-,yes,5p,23388596.0,flanking-5,hsa-mir-208a,High,23388666,3p,Hsa-Mir-208-P1_pre
chr14,hsa-mir-208b_flanking-3,MI0005570,23417972,23417996,-,yes,3p,23417987.0,flanking-3,hsa-mir-208b,Low,23418063,3p,Hsa-Mir-208-P2_pre
chr14,hsa-mir-208b_post-seed,MI0005570,23417997,23418010,-,yes,3p,23417987.0,post-seed,hsa-mir-208b,Low,23418063,3p,Hsa-Mir-208-P2_pre
chr14,hsa-mir-208b_seed,MI0005570,23418011,23418017,-,yes,3p,23417987.0,seed,hsa-mir-208b,Low,23418063,3p,Hsa-Mir-208-P2_pre
chr14,hsa-mir-208b_pre_seed,MI0005570,23418018,23418018,-,yes,3p,23417987.0,pre-seed,hsa-mir-208b,Low,23418063,3p,Hsa-Mir-208-P2_pre
chr14,hsa-mir-208b_loop,MI0005570,23418019,23418031,-,yes,loop,23417987.0,loop,hsa-mir-208b,Low,23418063,3p,Hsa-Mir-208-P2_pre
chr14,hsa-mir-208b_post-seed,MI0005570,23418032,23418045,-,yes,5p,23417987.0,post-seed,hsa-mir-208b,Low,23418063,3p,Hsa-Mir-208-P2_pre
chr14,hsa-mir-208b_seed,MI0005570,23418046,23418052,-,yes,5p,23417987.0,seed,hsa-mir-208b,Low,23418063,3p,Hsa-Mir-208-P2_pre
chr14,hsa-mir-208b_pre_seed,MI0005570,23418053,23418053,-,yes,5p,23417987.0,pre-seed,hsa-mir-208b,Low,23418063,3p,Hsa-Mir-208-P2_pre
chr14,hsa-mir-208b_flanking-5,MI0005570,23418054,23418078,-,yes,5p,23417987.0,flanking-5,hsa-mir-208b,Low,23418063,3p,Hsa-Mir-208-P2_pre
chr14,hsa-mir-7703_flanking-3,MI0025239,24143464,24143488,-,yes,3p,24143489.0,flanking-3,hsa-mir-7703,Low,24143565,3p,
chr14,hsa-mir-7703_post-seed,MI0025239,24143489,24143503,-,yes,3p,24143489.0,post-seed,hsa-mir-7703,Low,24143565,3p,
chr14,hsa-mir-7703_seed,MI0025239,24143504,24143510,-,yes,3p,24143489.0,seed,hsa-mir-7703,Low,24143565,3p,
chr14,hsa-mir-7703_pre_seed,MI0025239,24143511,24143511,-,yes,3p,24143489.0,pre-seed,hsa-mir-7703,Low,24143565,3p,
chr14,hsa-mir-7703_loop,MI0025239,24143512,24143540,-,no,loop,24143489.0,loop,hsa-mir-7703,Low,24143565,3p,
chr14,hsa-mir-7703_pred-5_post-seed,MI0025239,24143541,24143557,-,no,5p,24143489.0,post-seed,hsa-mir-7703,Low,24143565,3p,
chr14,hsa-mir-7703_pred-5_seed,MI0025239,24143558,24143564,-,no,5p,24143489.0,seed,hsa-mir-7703,Low,24143565,3p,
chr14,hsa-mir-7703_pred-5_pre-seed,MI0025239,24143565,24143565,-,no,5p,24143489.0,pre-seed,hsa-mir-7703,Low,24143565,3p,
chr14,hsa-mir-7703_flanking-5,MI0025239,24143566,24143590,-,no,5p,24143489.0,flanking-5,hsa-mir-7703,Low,24143565,3p,
chr14,hsa-mir-4307_flanking-5,MI0015838,26908625,26908649,+,no,5p,26908642.0,flanking-5,hsa-mir-4307,Low,26908725,3p,
chr14,hsa-mir-4307_pred-5_pre-seed,MI0015838,26908650,26908650,+,no,5p,26908642.0,pre-seed,hsa-mir-4307,Low,26908725,3p,
chr14,hsa-mir-4307_pred-5_seed,MI0015838,26908651,26908657,+,no,5p,26908642.0,seed,hsa-mir-4307,Low,26908725,3p,
chr14,hsa-mir-4307_pred-5_post-seed,MI0015838,26908658,26908670,+,no,5p,26908642.0,post-seed,hsa-mir-4307,Low,26908725,3p,
chr14,hsa-mir-4307_loop,MI0015838,26908671,26908696,+,no,loop,26908642.0,loop,hsa-mir-4307,Low,26908725,3p,
chr14,hsa-mir-4307_pre-seed,MI0015838,26908697,26908697,+,yes,3p,26908642.0,pre-seed,hsa-mir-4307,Low,26908725,3p,
chr14,hsa-mir-4307_seed,MI0015838,26908698,26908704,+,yes,3p,26908642.0,seed,hsa-mir-4307,Low,26908725,3p,
chr14,hsa-mir-4307_post-seed,MI0015838,26908705,26908715,+,yes,3p,26908642.0,post-seed,hsa-mir-4307,Low,26908725,3p,
chr14,hsa-mir-4307_flanking-3,MI0015838,26908716,26908740,+,yes,3p,26908642.0,flanking-3,hsa-mir-4307,Low,26908725,3p,
chr14,hsa-mir-3171_flanking-3,MI0014202,27633187,27633211,-,no,3p,27633205.0,flanking-3,hsa-mir-3171,Low,27633278,5p,Hsa-Mir-3171_pre
chr14,hsa-mir-3171_pred-3_post-seed,MI0014202,27633212,27633225,-,no,3p,27633205.0,post-seed,hsa-mir-3171,Low,27633278,5p,Hsa-Mir-3171_pre
chr14,hsa-mir-3171_pred-3-seed,MI0014202,27633226,27633232,-,no,3p,27633205.0,seed,hsa-mir-3171,Low,27633278,5p,Hsa-Mir-3171_pre
chr14,hsa-mir-3171_pred-3_pre-seed,MI0014202,27633233,27633233,-,no,3p,27633205.0,pre-seed,hsa-mir-3171,Low,27633278,5p,Hsa-Mir-3171_pre
chr14,hsa-mir-3171_loop,MI0014202,27633234,27633245,-,no,loop,27633205.0,loop,hsa-mir-3171,Low,27633278,5p,Hsa-Mir-3171_pre
chr14,hsa-mir-3171_post-seed,MI0014202,27633246,27633261,-,yes,5p,27633205.0,post-seed,hsa-mir-3171,Low,27633278,5p,Hsa-Mir-3171_pre
chr14,hsa-mir-3171_seed,MI0014202,27633262,27633268,-,yes,5p,27633205.0,seed,hsa-mir-3171,Low,27633278,5p,Hsa-Mir-3171_pre
chr14,hsa-mir-3171_pre_seed,MI0014202,27633269,27633269,-,yes,5p,27633205.0,pre-seed,hsa-mir-3171,Low,27633278,5p,Hsa-Mir-3171_pre
chr14,hsa-mir-3171_flanking-5,MI0014202,27633270,27633294,-,yes,5p,27633205.0,flanking-5,hsa-mir-3171,Low,27633278,5p,Hsa-Mir-3171_pre
chr14,hsa-mir-624_flanking-3,MI0003638,31014644,31014668,-,yes,3p,31014646.0,flanking-3,hsa-mir-624,High,31014742,both,Hsa-Mir-624_pre
chr14,hsa-mir-624_post-seed,MI0003638,31014669,31014681,-,yes,3p,31014646.0,post-seed,hsa-mir-624,High,31014742,both,Hsa-Mir-624_pre
chr14,hsa-mir-624_seed,MI0003638,31014682,31014688,-,yes,3p,31014646.0,seed,hsa-mir-624,High,31014742,both,Hsa-Mir-624_pre
chr14,hsa-mir-624_pre_seed,MI0003638,31014689,31014689,-,yes,3p,31014646.0,pre-seed,hsa-mir-624,High,31014742,both,Hsa-Mir-624_pre
