chrom,name,id,start,stop,orientation,based_on_coordinates,arm,start_pre_build,type,pre_name,confidence,stop_pre_build,balance,mirgenedb_ID
chr14,hsa-mir-4507_post-seed,MI0016871,106324294,106324305,-,yes,3p,105858124.0,post-seed,hsa-mir-4507,Low,105858175,3p,
chr14,hsa-mir-4507_seed,MI0016871,106324306,106324312,-,yes,3p,105858124.0,seed,hsa-mir-4507,Low,105858175,3p,
chr14,hsa-mir-4507_pre_seed,MI0016871,106324313,106324313,-,yes,3p,105858124.0,pre-seed,hsa-mir-4507,Low,105858175,3p,
chr14,hsa-mir-4507_loop,MI0016871,106324314,106324326,-,no,loop,105858124.0,loop,hsa-mir-4507,Low,105858175,3p,
chr14,hsa-mir-4507_pred-5_post-seed,MI0016871,106324327,106324336,-,no,5p,105858124.0,post-seed,hsa-mir-4507,Low,105858175,3p,
chr14,hsa-mir-4507_pred-5_seed,MI0016871,106324337,106324343,-,no,5p,105858124.0,seed,hsa-mir-4507,Low,105858175,3p,
chr14,hsa-mir-4507_pred-5_pre-seed,MI0016871,106324344,106324344,-,no,5p,105858124.0,pre-seed,hsa-mir-4507,Low,105858175,3p,
chr14,hsa-mir-4507_flanking-5,MI0016871,106324345,106324369,-,no,5p,105858124.0,flanking-5,hsa-mir-4507,Low,105858175,3p,
chr14,hsa-mir-4538_flanking-3,MI0016909,106324309,106324333,-,no,3p,105858165.0,flanking-3,hsa-mir-4538,Low,105858242,5p,
chr14,hsa-mir-4538_pred-3_post-seed,MI0016909,106324334,106324348,-,no,3p,105858165.0,post-seed,hsa-mir-4538,Low,105858242,5p,
chr14,hsa-mir-4538_pred-3-seed,MI0016909,106324349,106324355,-,no,3p,105858165.0,seed,hsa-mir-4538,Low,105858242,5p,
chr14,hsa-mir-4538_pred-3_pre-seed,MI0016909,106324356,106324356,-,no,3p,105858165.0,pre-seed,hsa-mir-4538,Low,105858242,5p,
chr14,hsa-mir-4538_loop,MI0016909,106324357,106324389,-,no,loop,105858165.0,loop,hsa-mir-4538,Low,105858242,5p,
chr14,hsa-mir-4538_post-seed,MI0016909,106324390,106324403,-,yes,5p,105858165.0,post-seed,hsa-mir-4538,Low,105858242,5p,
chr14,hsa-mir-4538_seed,MI0016909,106324404,106324410,-,yes,5p,105858165.0,seed,hsa-mir-4538,Low,105858242,5p,
chr14,hsa-mir-4538_pre_seed,MI0016909,106324411,106324411,-,yes,5p,105858165.0,pre-seed,hsa-mir-4538,Low,105858242,5p,
chr14,hsa-mir-4538_flanking-5,MI0016909,106324412,106324436,-,yes,5p,105858165.0,flanking-5,hsa-mir-4538,Low,105858242,5p,
chr14,hsa-mir-4537_flanking-3,MI0016908,106325628,106325652,-,no,3p,105859484.0,flanking-3,hsa-mir-4537,Low,105859553,5p,
chr14,hsa-mir-4537_pred-3_post-seed,MI0016908,106325653,106325666,-,no,3p,105859484.0,post-seed,hsa-mir-4537,Low,105859553,5p,
chr14,hsa-mir-4537_pred-3-seed,MI0016908,106325667,106325673,-,no,3p,105859484.0,seed,hsa-mir-4537,Low,105859553,5p,
chr14,hsa-mir-4537_pred-3_pre-seed,MI0016908,106325674,106325674,-,no,3p,105859484.0,pre-seed,hsa-mir-4537,Low,105859553,5p,
chr14,hsa-mir-4537_loop,MI0016908,106325675,106325700,-,no,loop,105859484.0,loop,hsa-mir-4537,Low,105859553,5p,
chr14,hsa-mir-4537_post-seed,MI0016908,106325701,106325714,-,yes,5p,105859484.0,post-seed,hsa-mir-4537,Low,105859553,5p,
chr14,hsa-mir-4537_seed,MI0016908,106325715,106325721,-,yes,5p,105859484.0,seed,hsa-mir-4537,Low,105859553,5p,
chr14,hsa-mir-4537_pre_seed,MI0016908,106325722,106325722,-,yes,5p,105859484.0,pre-seed,hsa-mir-4537,Low,105859553,5p,
chr14,hsa-mir-4537_flanking-5,MI0016908,106325723,106325747,-,yes,5p,105859484.0,flanking-5,hsa-mir-4537,Low,105859553,5p,
chr14,hsa-mir-5195_flanking-3,MI0018174,107259100,107259124,-,yes,3p,106850885.0,flanking-3,hsa-mir-5195,Low,106850999,both,
chr14,hsa-mir-5195_post-seed,MI0018174,107259125,107259137,-,yes,3p,106850885.0,post-seed,hsa-mir-5195,Low,106850999,both,
chr14,hsa-mir-5195_seed,MI0018174,107259138,107259144,-,yes,3p,106850885.0,seed,hsa-mir-5195,Low,106850999,both,
chr14,hsa-mir-5195_pre_seed,MI0018174,107259145,107259145,-,yes,3p,106850885.0,pre-seed,hsa-mir-5195,Low,106850999,both,
chr14,hsa-mir-5195_loop,MI0018174,107259146,107259157,-,yes,loop,106850885.0,loop,hsa-mir-5195,Low,106850999,both,
chr14,hsa-mir-5195_post-seed,MI0018174,107259158,107259171,-,yes,5p,106850885.0,post-seed,hsa-mir-5195,Low,106850999,both,
chr14,hsa-mir-5195_seed,MI0018174,107259172,107259178,-,yes,5p,106850885.0,seed,hsa-mir-5195,Low,106850999,both,
chr14,hsa-mir-5195_pre_seed,MI0018174,107259179,107259179,-,yes,5p,106850885.0,pre-seed,hsa-mir-5195,Low,106850999,both,
chr14,hsa-mir-5195_flanking-5,MI0018174,107259180,107259204,-,yes,5p,106850885.0,flanking-5,hsa-mir-5195,Low,106850999,both,
chr15,hsa-mir-3118-2_flanking-5,MI0014132,21038110,21038134,+,no,5p,20832795.0,flanking-5,hsa-mir-3118-2,Low,20832869,3p,
chr15,hsa-mir-3118-2_pred-5_pre-seed,MI0014132,21038135,21038135,+,no,5p,20832795.0,pre-seed,hsa-mir-3118-2,Low,20832869,3p,
chr15,hsa-mir-3118-2_pred-5_seed,MI0014132,21038136,21038142,+,no,5p,20832795.0,seed,hsa-mir-3118-2,Low,20832869,3p,
chr15,hsa-mir-3118-2_pred-5_post-seed,MI0014132,21038143,21038157,+,no,5p,20832795.0,post-seed,hsa-mir-3118-2,Low,20832869,3p,
chr15,hsa-mir-3118-2_loop,MI0014132,21038158,21038166,+,no,loop,20832795.0,loop,hsa-mir-3118-2,Low,20832869,3p,
chr15,hsa-mir-3118-2_pre-seed,MI0014132,21038167,21038167,+,yes,3p,20832795.0,pre-seed,hsa-mir-3118-2,Low,20832869,3p,
chr15,hsa-mir-3118-2_seed,MI0014132,21038168,21038174,+,yes,3p,20832795.0,seed,hsa-mir-3118-2,Low,20832869,3p,
chr15,hsa-mir-3118-2_post-seed,MI0014132,21038175,21038189,+,yes,3p,20832795.0,post-seed,hsa-mir-3118-2,Low,20832869,3p,
chr15,hsa-mir-3118-2_flanking-3,MI0014132,21038190,21038214,+,yes,3p,20832795.0,flanking-3,hsa-mir-3118-2,Low,20832869,3p,
chr15,hsa-mir-5701-1_flanking-5,MI0019308,21145565,21145589,+,yes,5p,20940252.0,flanking-5,hsa-mir-5701-1,Low,20940333,5p,
chr15,hsa-mir-5701-1_pre-seed,MI0019308,21145590,21145590,+,yes,5p,20940252.0,pre-seed,hsa-mir-5701-1,Low,20940333,5p,
chr15,hsa-mir-5701-1_seed,MI0019308,21145591,21145597,+,yes,5p,20940252.0,seed,hsa-mir-5701-1,Low,20940333,5p,
chr15,hsa-mir-5701-1_post-seed,MI0019308,21145598,21145608,+,yes,5p,20940252.0,post-seed,hsa-mir-5701-1,Low,20940333,5p,
chr15,hsa-mir-5701-1_loop,MI0019308,21145609,21145636,+,no,loop,20940252.0,loop,hsa-mir-5701-1,Low,20940333,5p,
chr15,hsa-mir-5701-1_pred-3_pre-seed,MI0019308,21145637,21145637,+,no,3p,20940252.0,pre-seed,hsa-mir-5701-1,Low,20940333,5p,
chr15,hsa-mir-5701-1_pred-3_seed,MI0019308,21145638,21145644,+,no,3p,20940252.0,seed,hsa-mir-5701-1,Low,20940333,5p,
chr15,hsa-mir-5701-1_pred-3_post-seed,MI0019308,21145645,21145655,+,no,3p,20940252.0,post-seed,hsa-mir-5701-1,Low,20940333,5p,
chr15,hsa-mir-5701-1_flanking-3,MI0019308,21145656,21145680,+,no,3p,20940252.0,flanking-3,hsa-mir-5701-1,Low,20940333,5p,
chr15,hsa-mir-3118-3_flanking-5,MI0014133,22049260,22049284,+,no,5p,21406385.0,flanking-5,hsa-mir-3118-3,Low,21406459,3p,
chr15,hsa-mir-3118-3_pred-5_pre-seed,MI0014133,22049285,22049285,+,no,5p,21406385.0,pre-seed,hsa-mir-3118-3,Low,21406459,3p,
chr15,hsa-mir-3118-3_pred-5_seed,MI0014133,22049286,22049292,+,no,5p,21406385.0,seed,hsa-mir-3118-3,Low,21406459,3p,
chr15,hsa-mir-3118-3_pred-5_post-seed,MI0014133,22049293,22049307,+,no,5p,21406385.0,post-seed,hsa-mir-3118-3,Low,21406459,3p,
chr15,hsa-mir-3118-3_loop,MI0014133,22049308,22049316,+,no,loop,21406385.0,loop,hsa-mir-3118-3,Low,21406459,3p,
chr15,hsa-mir-3118-3_pre-seed,MI0014133,22049317,22049317,+,yes,3p,21406385.0,pre-seed,hsa-mir-3118-3,Low,21406459,3p,
chr15,hsa-mir-3118-3_seed,MI0014133,22049318,22049324,+,yes,3p,21406385.0,seed,hsa-mir-3118-3,Low,21406459,3p,
chr15,hsa-mir-3118-3_post-seed,MI0014133,22049325,22049339,+,yes,3p,21406385.0,post-seed,hsa-mir-3118-3,Low,21406459,3p,
chr15,hsa-mir-3118-3_flanking-3,MI0014133,22049340,22049364,+,yes,3p,21406385.0,flanking-3,hsa-mir-3118-3,Low,21406459,3p,
chr15,hsa-mir-5701-2_flanking-5,MI0019593,22156750,22156774,+,yes,5p,21513959.0,flanking-5,hsa-mir-5701-2,Low,21514040,5p,
chr15,hsa-mir-5701-2_pre-seed,MI0019593,22156775,22156775,+,yes,5p,21513959.0,pre-seed,hsa-mir-5701-2,Low,21514040,5p,
chr15,hsa-mir-5701-2_seed,MI0019593,22156776,22156782,+,yes,5p,21513959.0,seed,hsa-mir-5701-2,Low,21514040,5p,
chr15,hsa-mir-5701-2_post-seed,MI0019593,22156783,22156793,+,yes,5p,21513959.0,post-seed,hsa-mir-5701-2,Low,21514040,5p,
chr15,hsa-mir-5701-2_loop,MI0019593,22156794,22156821,+,no,loop,21513959.0,loop,hsa-mir-5701-2,Low,21514040,5p,
chr15,hsa-mir-5701-2_pred-3_pre-seed,MI0019593,22156822,22156822,+,no,3p,21513959.0,pre-seed,hsa-mir-5701-2,Low,21514040,5p,
chr15,hsa-mir-5701-2_pred-3_seed,MI0019593,22156823,22156829,+,no,3p,21513959.0,seed,hsa-mir-5701-2,Low,21514040,5p,
chr15,hsa-mir-5701-2_pred-3_post-seed,MI0019593,22156830,22156840,+,no,3p,21513959.0,post-seed,hsa-mir-5701-2,Low,21514040,5p,
chr15,hsa-mir-5701-2_flanking-3,MI0019593,22156841,22156865,+,no,3p,21513959.0,flanking-3,hsa-mir-5701-2,Low,21514040,5p,
chr15,hsa-mir-3118-4_flanking-5,MI0014207,22049260,22049284,+,no,5p,21843750.0,flanking-5,hsa-mir-3118-4,Low,21843824,3p,
chr15,hsa-mir-3118-4_pred-5_pre-seed,MI0014207,22049285,22049285,+,no,5p,21843750.0,pre-seed,hsa-mir-3118-4,Low,21843824,3p,
chr15,hsa-mir-3118-4_pred-5_seed,MI0014207,22049286,22049292,+,no,5p,21843750.0,seed,hsa-mir-3118-4,Low,21843824,3p,
chr15,hsa-mir-3118-4_pred-5_post-seed,MI0014207,22049293,22049307,+,no,5p,21843750.0,post-seed,hsa-mir-3118-4,Low,21843824,3p,
chr15,hsa-mir-3118-4_loop,MI0014207,22049308,22049316,+,no,loop,21843750.0,loop,hsa-mir-3118-4,Low,21843824,3p,
chr15,hsa-mir-3118-4_pre-seed,MI0014207,22049317,22049317,+,yes,3p,21843750.0,pre-seed,hsa-mir-3118-4,Low,21843824,3p,
chr15,hsa-mir-3118-4_seed,MI0014207,22049318,22049324,+,yes,3p,21843750.0,seed,hsa-mir-3118-4,Low,21843824,3p,
chr15,hsa-mir-3118-4_post-seed,MI0014207,22049325,22049339,+,yes,3p,21843750.0,post-seed,hsa-mir-3118-4,Low,21843824,3p,
chr15,hsa-mir-3118-4_flanking-3,MI0014207,22049340,22049364,+,yes,3p,21843750.0,flanking-3,hsa-mir-3118-4,Low,21843824,3p,
chr15,hsa-mir-5701-3_flanking-5,MI0031522,22156750,22156774,+,yes,5p,21951242.0,flanking-5,hsa-mir-5701-3,Low,21951323,5p,
chr15,hsa-mir-5701-3_pre-seed,MI0031522,22156775,22156775,+,yes,5p,21951242.0,pre-seed,hsa-mir-5701-3,Low,21951323,5p,
chr15,hsa-mir-5701-3_seed,MI0031522,22156776,22156782,+,yes,5p,21951242.0,seed,hsa-mir-5701-3,Low,21951323,5p,
chr15,hsa-mir-5701-3_post-seed,MI0031522,22156783,22156793,+,yes,5p,21951242.0,post-seed,hsa-mir-5701-3,Low,21951323,5p,
chr15,hsa-mir-5701-3_loop,MI0031522,22156794,22156821,+,no,loop,21951242.0,loop,hsa-mir-5701-3,Low,21951323,5p,
chr15,hsa-mir-5701-3_pred-3_pre-seed,MI0031522,22156822,22156822,+,no,3p,21951242.0,pre-seed,hsa-mir-5701-3,Low,21951323,5p,
chr15,hsa-mir-5701-3_pred-3_seed,MI0031522,22156823,22156829,+,no,3p,21951242.0,seed,hsa-mir-5701-3,Low,21951323,5p,
chr15,hsa-mir-5701-3_pred-3_post-seed,MI0031522,22156830,22156840,+,no,3p,21951242.0,post-seed,hsa-mir-5701-3,Low,21951323,5p,
chr15,hsa-mir-5701-3_flanking-3,MI0031522,22156841,22156865,+,no,3p,21951242.0,flanking-3,hsa-mir-5701-3,Low,21951323,5p,
chr15,hsa-mir-1268a_flanking-3,MI0006405,22513208,22513232,-,no,3p,22225278.0,flanking-3,hsa-mir-1268a,Low,22225329,5p,
chr15,hsa-mir-1268a_pred-3_post-seed,MI0006405,22513233,22513242,-,no,3p,22225278.0,post-seed,hsa-mir-1268a,Low,22225329,5p,
chr15,hsa-mir-1268a_pred-3-seed,MI0006405,22513243,22513249,-,no,3p,22225278.0,seed,hsa-mir-1268a,Low,22225329,5p,
chr15,hsa-mir-1268a_pred-3_pre-seed,MI0006405,22513250,22513250,-,no,3p,22225278.0,pre-seed,hsa-mir-1268a,Low,22225329,5p,
chr15,hsa-mir-1268a_loop,MI0006405,22513251,22513258,-,no,loop,22225278.0,loop,hsa-mir-1268a,Low,22225329,5p,
chr15,hsa-mir-1268a_post-seed,MI0006405,22513259,22513268,-,yes,5p,22225278.0,post-seed,hsa-mir-1268a,Low,22225329,5p,
chr15,hsa-mir-1268a_seed,MI0006405,22513269,22513275,-,yes,5p,22225278.0,seed,hsa-mir-1268a,Low,22225329,5p,
chr15,hsa-mir-1268a_pre_seed,MI0006405,22513276,22513276,-,yes,5p,22225278.0,pre-seed,hsa-mir-1268a,Low,22225329,5p,
chr15,hsa-mir-1268a_flanking-5,MI0006405,22513277,22513301,-,yes,5p,22225278.0,flanking-5,hsa-mir-1268a,Low,22225329,5p,
chr15,hsa-mir-4509-1_flanking-5,MI0016873,22675137,22675161,+,yes,5p,23197827.0,flanking-5,hsa-mir-4509-1,Low,23197920,5p,
chr15,hsa-mir-4509-1_pre-seed,MI0016873,22675162,22675162,+,yes,5p,23197827.0,pre-seed,hsa-mir-4509-1,Low,23197920,5p,
chr15,hsa-mir-4509-1_seed,MI0016873,22675163,22675169,+,yes,5p,23197827.0,seed,hsa-mir-4509-1,Low,23197920,5p,
chr15,hsa-mir-4509-1_post-seed,MI0016873,22675170,22675183,+,yes,5p,23197827.0,post-seed,hsa-mir-4509-1,Low,23197920,5p,
chr15,hsa-mir-4509-1_loop,MI0016873,22675184,22675202,+,no,loop,23197827.0,loop,hsa-mir-4509-1,Low,23197920,5p,
chr15,hsa-mir-4509-1_pred-3_pre-seed,MI0016873,22675203,22675203,+,no,3p,23197827.0,pre-seed,hsa-mir-4509-1,Low,23197920,5p,
chr15,hsa-mir-4509-1_pred-3_seed,MI0016873,22675204,22675210,+,no,3p,23197827.0,seed,hsa-mir-4509-1,Low,23197920,5p,
chr15,hsa-mir-4509-1_pred-3_post-seed,MI0016873,22675211,22675223,+,no,3p,23197827.0,post-seed,hsa-mir-4509-1,Low,23197920,5p,
chr15,hsa-mir-4509-1_flanking-3,MI0016873,22675224,22675248,+,no,3p,23197827.0,flanking-3,hsa-mir-4509-1,Low,23197920,5p,
chr15,hsa-mir-4508_flanking-3,MI0016872,23807188,23807212,-,no,3p,23562062.0,flanking-3,hsa-mir-4508,Low,23562131,5p,
chr15,hsa-mir-4508_pred-3_post-seed,MI0016872,23807213,23807226,-,no,3p,23562062.0,post-seed,hsa-mir-4508,Low,23562131,5p,
chr15,hsa-mir-4508_pred-3-seed,MI0016872,23807227,23807233,-,no,3p,23562062.0,seed,hsa-mir-4508,Low,23562131,5p,
chr15,hsa-mir-4508_pred-3_pre-seed,MI0016872,23807234,23807234,-,no,3p,23562062.0,pre-seed,hsa-mir-4508,Low,23562131,5p,
chr15,hsa-mir-4508_loop,MI0016872,23807235,23807253,-,no,loop,23562062.0,loop,hsa-mir-4508,Low,23562131,5p,
chr15,hsa-mir-4508_post-seed,MI0016872,23807254,23807262,-,yes,5p,23562062.0,post-seed,hsa-mir-4508,Low,23562131,5p,
chr15,hsa-mir-4508_seed,MI0016872,23807263,23807269,-,yes,5p,23562062.0,seed,hsa-mir-4508,Low,23562131,5p,
chr15,hsa-mir-4508_pre_seed,MI0016872,23807270,23807270,-,yes,5p,23562062.0,pre-seed,hsa-mir-4508,Low,23562131,5p,
chr15,hsa-mir-4508_flanking-5,MI0016872,23807271,23807295,-,yes,5p,23562062.0,flanking-5,hsa-mir-4508,Low,23562131,5p,
chr15,hsa-mir-4715_flanking-3,MI0017349,26093880,26093904,-,yes,3p,25848747.0,flanking-3,hsa-mir-4715,Low,25848825,5p,
chr15,hsa-mir-4715_post-seed,MI0017349,26093905,26093919,-,yes,3p,25848747.0,post-seed,hsa-mir-4715,Low,25848825,5p,
chr15,hsa-mir-4715_seed,MI0017349,26093920,26093926,-,yes,3p,25848747.0,seed,hsa-mir-4715,Low,25848825,5p,
chr15,hsa-mir-4715_pre_seed,MI0017349,26093927,26093927,-,yes,3p,25848747.0,pre-seed,hsa-mir-4715,Low,25848825,5p,
chr15,hsa-mir-4715_loop,MI0017349,26093928,26093941,-,yes,loop,25848747.0,loop,hsa-mir-4715,Low,25848825,5p,
chr15,hsa-mir-4715_post-seed,MI0017349,26093942,26093955,-,yes,5p,25848747.0,post-seed,hsa-mir-4715,Low,25848825,5p,
chr15,hsa-mir-4715_seed,MI0017349,26093956,26093962,-,yes,5p,25848747.0,seed,hsa-mir-4715,Low,25848825,5p,
chr15,hsa-mir-4715_pre_seed,MI0017349,26093963,26093963,-,yes,5p,25848747.0,pre-seed,hsa-mir-4715,Low,25848825,5p,
chr15,hsa-mir-4715_flanking-5,MI0017349,26093964,26093988,-,yes,5p,25848747.0,flanking-5,hsa-mir-4715,Low,25848825,5p,
chr15,hsa-mir-4509-2_flanking-5,MI0016874,28671629,28671653,+,yes,5p,28426491.0,flanking-5,hsa-mir-4509-2,Low,28426584,5p,
chr15,hsa-mir-4509-2_pre-seed,MI0016874,28671654,28671654,+,yes,5p,28426491.0,pre-seed,hsa-mir-4509-2,Low,28426584,5p,
chr15,hsa-mir-4509-2_seed,MI0016874,28671655,28671661,+,yes,5p,28426491.0,seed,hsa-mir-4509-2,Low,28426584,5p,
chr15,hsa-mir-4509-2_post-seed,MI0016874,28671662,28671675,+,yes,5p,28426491.0,post-seed,hsa-mir-4509-2,Low,28426584,5p,
chr15,hsa-mir-4509-2_loop,MI0016874,28671676,28671694,+,no,loop,28426491.0,loop,hsa-mir-4509-2,Low,28426584,5p,
chr15,hsa-mir-4509-2_pred-3_pre-seed,MI0016874,28671695,28671695,+,no,3p,28426491.0,pre-seed,hsa-mir-4509-2,Low,28426584,5p,
chr15,hsa-mir-4509-2_pred-3_seed,MI0016874,28671696,28671702,+,no,3p,28426491.0,seed,hsa-mir-4509-2,Low,28426584,5p,
chr15,hsa-mir-4509-2_pred-3_post-seed,MI0016874,28671703,28671715,+,no,3p,28426491.0,post-seed,hsa-mir-4509-2,Low,28426584,5p,
chr15,hsa-mir-4509-2_flanking-3,MI0016874,28671716,28671740,+,no,3p,28426491.0,flanking-3,hsa-mir-4509-2,Low,28426584,5p,
chr15,hsa-mir-4509-3_flanking-3,MI0016875,28735888,28735912,-,no,3p,28490752.0,flanking-3,hsa-mir-4509-3,Low,28490845,5p,
chr15,hsa-mir-4509-3_pred-3_post-seed,MI0016875,28735913,28735927,-,no,3p,28490752.0,post-seed,hsa-mir-4509-3,Low,28490845,5p,
chr15,hsa-mir-4509-3_pred-3-seed,MI0016875,28735928,28735934,-,no,3p,28490752.0,seed,hsa-mir-4509-3,Low,28490845,5p,
chr15,hsa-mir-4509-3_pred-3_pre-seed,MI0016875,28735935,28735935,-,no,3p,28490752.0,pre-seed,hsa-mir-4509-3,Low,28490845,5p,
chr15,hsa-mir-4509-3_loop,MI0016875,28735936,28735952,-,no,loop,28490752.0,loop,hsa-mir-4509-3,Low,28490845,5p,
chr15,hsa-mir-4509-3_post-seed,MI0016875,28735953,28735966,-,yes,5p,28490752.0,post-seed,hsa-mir-4509-3,Low,28490845,5p,
chr15,hsa-mir-4509-3_seed,MI0016875,28735967,28735973,-,yes,5p,28490752.0,seed,hsa-mir-4509-3,Low,28490845,5p,
chr15,hsa-mir-4509-3_pre_seed,MI0016875,28735974,28735974,-,yes,5p,28490752.0,pre-seed,hsa-mir-4509-3,Low,28490845,5p,
chr15,hsa-mir-4509-3_flanking-5,MI0016875,28735975,28735999,-,yes,5p,28490752.0,flanking-5,hsa-mir-4509-3,Low,28490845,5p,
chr15,hsa-mir-211_flanking-3,MI0000287,31357237,31357261,-,yes,3p,31065032.0,flanking-3,hsa-mir-211,High,31065141,5p,Hsa-Mir-204-P2_pre
chr15,hsa-mir-211_post-seed,MI0000287,31357262,31357274,-,yes,3p,31065032.0,post-seed,hsa-mir-211,High,31065141,5p,Hsa-Mir-204-P2_pre
chr15,hsa-mir-211_seed,MI0000287,31357275,31357281,-,yes,3p,31065032.0,seed,hsa-mir-211,High,31065141,5p,Hsa-Mir-204-P2_pre
chr15,hsa-mir-211_pre_seed,MI0000287,31357282,31357282,-,yes,3p,31065032.0,pre-seed,hsa-mir-211,High,31065141,5p,Hsa-Mir-204-P2_pre
chr15,hsa-mir-211_loop,MI0000287,31357283,31357297,-,yes,loop,31065032.0,loop,hsa-mir-211,High,31065141,5p,Hsa-Mir-204-P2_pre
chr15,hsa-mir-211_post-seed,MI0000287,31357298,31357311,-,yes,5p,31065032.0,post-seed,hsa-mir-211,High,31065141,5p,Hsa-Mir-204-P2_pre
chr15,hsa-mir-211_seed,MI0000287,31357312,31357318,-,yes,5p,31065032.0,seed,hsa-mir-211,High,31065141,5p,Hsa-Mir-204-P2_pre
chr15,hsa-mir-211_pre_seed,MI0000287,31357319,31357319,-,yes,5p,31065032.0,pre-seed,hsa-mir-211,High,31065141,5p,Hsa-Mir-204-P2_pre
chr15,hsa-mir-211_flanking-5,MI0000287,31357320,31357344,-,yes,5p,31065032.0,flanking-5,hsa-mir-211,High,31065141,5p,Hsa-Mir-204-P2_pre
chr15,hsa-mir-1233-1_flanking-3,MI0006323,34674245,34674269,-,yes,3p,34382069.0,flanking-3,hsa-mir-1233-1,High,34382150,both,
chr15,hsa-mir-1233-1_post-seed,MI0006323,34674270,34674281,-,yes,3p,34382069.0,post-seed,hsa-mir-1233-1,High,34382150,both,
chr15,hsa-mir-1233-1_seed,MI0006323,34674282,34674288,-,yes,3p,34382069.0,seed,hsa-mir-1233-1,High,34382150,both,
chr15,hsa-mir-1233-1_pre_seed,MI0006323,34674289,34674289,-,yes,3p,34382069.0,pre-seed,hsa-mir-1233-1,High,34382150,both,
chr15,hsa-mir-1233-1_loop,MI0006323,34674290,34674326,-,yes,loop,34382069.0,loop,hsa-mir-1233-1,High,34382150,both,
chr15,hsa-mir-1233-1_post-seed,MI0006323,34674327,34674340,-,yes,5p,34382069.0,post-seed,hsa-mir-1233-1,High,34382150,both,
chr15,hsa-mir-1233-1_seed,MI0006323,34674341,34674347,-,yes,5p,34382069.0,seed,hsa-mir-1233-1,High,34382150,both,
chr15,hsa-mir-1233-1_pre_seed,MI0006323,34674348,34674348,-,yes,5p,34382069.0,pre-seed,hsa-mir-1233-1,High,34382150,both,
chr15,hsa-mir-1233-1_flanking-5,MI0006323,34674349,34674373,-,yes,5p,34382069.0,flanking-5,hsa-mir-1233-1,High,34382150,both,
chr15,hsa-mir-1233-2_flanking-3,MI0015973,34820466,34820490,-,yes,3p,34528290.0,flanking-3,hsa-mir-1233-2,High,34528371,both,
chr15,hsa-mir-1233-2_post-seed,MI0015973,34820491,34820502,-,yes,3p,34528290.0,post-seed,hsa-mir-1233-2,High,34528371,both,
chr15,hsa-mir-1233-2_seed,MI0015973,34820503,34820509,-,yes,3p,34528290.0,seed,hsa-mir-1233-2,High,34528371,both,
chr15,hsa-mir-1233-2_pre_seed,MI0015973,34820510,34820510,-,yes,3p,34528290.0,pre-seed,hsa-mir-1233-2,High,34528371,both,
chr15,hsa-mir-1233-2_loop,MI0015973,34820511,34820547,-,yes,loop,34528290.0,loop,hsa-mir-1233-2,High,34528371,both,
chr15,hsa-mir-1233-2_post-seed,MI0015973,34820548,34820561,-,yes,5p,34528290.0,post-seed,hsa-mir-1233-2,High,34528371,both,
chr15,hsa-mir-1233-2_seed,MI0015973,34820562,34820568,-,yes,5p,34528290.0,seed,hsa-mir-1233-2,High,34528371,both,
chr15,hsa-mir-1233-2_pre_seed,MI0015973,34820569,34820569,-,yes,5p,34528290.0,pre-seed,hsa-mir-1233-2,High,34528371,both,
chr15,hsa-mir-1233-2_flanking-5,MI0015973,34820570,34820594,-,yes,5p,34528290.0,flanking-5,hsa-mir-1233-2,High,34528371,both,
chr15,hsa-mir-3942_flanking-3,MI0016599,35664456,35664480,-,yes,3p,35372256.0,flanking-3,hsa-mir-3942,High,35372364,both,Hsa-Mir-3942_pre
chr15,hsa-mir-3942_post-seed,MI0016599,35664481,35664493,-,yes,3p,35372256.0,post-seed,hsa-mir-3942,High,35372364,both,Hsa-Mir-3942_pre
chr15,hsa-mir-3942_seed,MI0016599,35664494,35664500,-,yes,3p,35372256.0,seed,hsa-mir-3942,High,35372364,both,Hsa-Mir-3942_pre
chr15,hsa-mir-3942_pre_seed,MI0016599,35664501,35664501,-,yes,3p,35372256.0,pre-seed,hsa-mir-3942,High,35372364,both,Hsa-Mir-3942_pre
chr15,hsa-mir-3942_loop,MI0016599,35664502,35664521,-,yes,loop,35372256.0,loop,hsa-mir-3942,High,35372364,both,Hsa-Mir-3942_pre
chr15,hsa-mir-3942_post-seed,MI0016599,35664522,35664535,-,yes,5p,35372256.0,post-seed,hsa-mir-3942,High,35372364,both,Hsa-Mir-3942_pre
chr15,hsa-mir-3942_seed,MI0016599,35664536,35664542,-,yes,5p,35372256.0,seed,hsa-mir-3942,High,35372364,both,Hsa-Mir-3942_pre
chr15,hsa-mir-3942_pre_seed,MI0016599,35664543,35664543,-,yes,5p,35372256.0,pre-seed,hsa-mir-3942,High,35372364,both,Hsa-Mir-3942_pre
chr15,hsa-mir-3942_flanking-5,MI0016599,35664544,35664568,-,yes,5p,35372256.0,flanking-5,hsa-mir-3942,High,35372364,both,Hsa-Mir-3942_pre
chr15,hsa-mir-4510_flanking-5,MI0016876,36219039,36219063,+,yes,5p,35926856.0,flanking-5,hsa-mir-4510,Low,35926923,5p,
chr15,hsa-mir-4510_pre-seed,MI0016876,36219064,36219064,+,yes,5p,35926856.0,pre-seed,hsa-mir-4510,Low,35926923,5p,
